Horas_Semanais,Renda_Total,Ano,Trimestre
25.0,112402.0,2025,4
26.0,3200.0,2025,4
27.0,2710.0,2025,4
28.0,9030.0,2025,4
29.0,1000.0,2025,4
30.0,1802165.0,2025,4
32.0,135742.0,2025,4
33.0,6018.0,2025,4
34.0,6459.0,2025,4
35.0,200652.0,2025,4
36.0,476221.0,2025,4
37.0,3036.0,2025,4
38.0,7018.0,2025,4
40.0,6964061.0,2025,4
41.0,1518.0,2025,4
42.0,118663.0,2025,4
43.0,2000.0,2025,4
44.0,3209870.0,2025,4
45.0,274562.0,2025,4
46.0,39440.0,2025,4
47.0,4100.0,2025,4
48.0,1392910.0,2025,4
49.0,21736.0,2025,4
50.0,851037.0,2025,4
51.0,1518.0,2025,4
52.0,24636.0,2025,4
54.0,39358.0,2025,4
55.0,47775.0,2025,4
56.0,116501.0,2025,4
60.0,758919.0,2025,4
63.0,8784.0,2025,4
64.0,6233.0,2025,4
65.0,13500.0,2025,4
66.0,43536.0,2025,4
68.0,5000.0,2025,4
70.0,120938.0,2025,4
71.0,15000.0,2025,4
72.0,59516.0,2025,4
74.0,5168.0,2025,4
75.0,2000.0,2025,4
77.0,5500.0,2025,4
78.0,5700.0,2025,4
80.0,7536.0,2025,4
82.0,1800.0,2025,4
84.0,11450.0,2025,4
90.0,21200.0,2025,4
98.0,7000.0,2025,4
100.0,1400.0,2025,4
102.0,2000.0,2025,4
105.0,1000.0,2025,4
120.0,9000.0,2025,4
