Cor_Raca,Escolaridade,Renda_Media,Ano,Trimestre
1,3.0,594.6666666666666,2020,2
1,4.0,290.0,2020,2
1,5.0,906.0,2020,2
1,6.0,1174.375,2020,2
1,7.0,960.4172413793104,2020,2
1,8.0,260.0,2020,2
1,9.0,2000.0,2020,2
1,10.0,1424.752455795678,2020,2
1,11.0,856.8,2020,2
1,12.0,3742.705035971223,2020,2
1,13.0,6603.726415094339,2020,2
1,14.0,6578.75,2020,2
1,15.0,10833.333333333334,2020,2
2,2.0,,2020,2
2,3.0,175.0,2020,2
2,4.0,,2020,2
2,5.0,1014.25,2020,2
2,6.0,,2020,2
2,7.0,912.056179775281,2020,2
2,8.0,622.5,2020,2
2,9.0,1145.0,2020,2
2,10.0,1164.4625850340135,2020,2
2,11.0,1059.3333333333333,2020,2
2,12.0,2148.5263157894738,2020,2
2,13.0,3767.470588235294,2020,2
2,14.0,5000.0,2020,2
2,15.0,12700.0,2020,2
3,3.0,,2020,2
3,5.0,,2020,2
3,7.0,1305.125,2020,2
3,8.0,,2020,2
3,9.0,1500.0,2020,2
3,10.0,1589.6,2020,2
3,12.0,1550.0,2020,2
3,13.0,3150.0,2020,2
4,2.0,3450.0,2020,2
4,3.0,542.5,2020,2
4,4.0,1400.0,2020,2
4,5.0,912.5753424657536,2020,2
4,6.0,1328.0,2020,2
4,7.0,925.8209134615385,2020,2
4,8.0,701.25,2020,2
4,9.0,1161.875,2020,2
4,10.0,1251.151,2020,2
4,11.0,1301.5,2020,2
4,12.0,2437.2335526315787,2020,2
4,13.0,3752.762711864407,2020,2
4,14.0,4249.285714285715,2020,2
4,15.0,10333.333333333334,2020,2
5,3.0,,2020,2
5,5.0,600.0,2020,2
5,7.0,287.5,2020,2
5,10.0,1349.6,2020,2
5,11.0,,2020,2
5,12.0,2500.0,2020,2
5,13.0,,2020,2
1,2.0,,2020,3
1,3.0,688.4,2020,3
1,4.0,538.3333333333334,2020,3
1,5.0,915.5555555555557,2020,3
1,6.0,1125.0,2020,3
1,7.0,986.852140077821,2020,3
1,8.0,200.0,2020,3
1,9.0,400.0,2020,3
1,10.0,1341.2264957264956,2020,3
1,11.0,1092.875,2020,3
1,12.0,4036.3196721311474,2020,3
1,13.0,7073.320987654321,2020,3
1,14.0,7375.0,2020,3
1,15.0,10522.5,2020,3
2,2.0,200.0,2020,3
2,3.0,175.0,2020,3
2,4.0,,2020,3
2,5.0,1213.75,2020,3
2,6.0,,2020,3
2,7.0,900.2435897435897,2020,3
2,8.0,572.5,2020,3
2,9.0,,2020,3
2,10.0,1243.5328467153286,2020,3
2,11.0,892.6666666666666,2020,3
2,12.0,2412.3214285714284,2020,3
2,13.0,5195.368421052632,2020,3
2,14.0,,2020,3
2,15.0,12700.0,2020,3
3,3.0,,2020,3
3,5.0,,2020,3
3,7.0,1260.0,2020,3
3,8.0,,2020,3
3,9.0,2000.0,2020,3
3,10.0,1309.6,2020,3
3,12.0,4272.5,2020,3
3,13.0,3000.0,2020,3
4,2.0,3550.0,2020,3
4,3.0,468.8888888888889,2020,3
4,4.0,1347.5,2020,3
4,5.0,905.646153846154,2020,3
4,6.0,1133.75,2020,3
4,7.0,963.3744019138755,2020,3
4,8.0,585.9375,2020,3
4,9.0,879.0,2020,3
4,10.0,1204.8921568627452,2020,3
4,11.0,1304.590909090909,2020,3
4,12.0,2835.1833333333334,2020,3
4,13.0,3803.80612244898,2020,3
4,14.0,3063.5714285714284,2020,3
4,15.0,13000.0,2020,3
5,3.0,,2020,3
5,5.0,600.0,2020,3
5,7.0,,2020,3
5,8.0,,2020,3
5,10.0,1049.6,2020,3
5,12.0,,2020,3
9,10.0,2000.0,2020,3
1,2.0,1350.0,2020,4
1,3.0,555.25,2020,4
1,4.0,582.5,2020,4
1,5.0,903.125,2020,4
1,6.0,1350.0,2020,4
1,7.0,980.4341637010676,2020,4
1,8.0,825.0,2020,4
1,9.0,825.0,2020,4
1,10.0,1373.8587570621469,2020,4
1,11.0,987.2222222222222,2020,4
1,12.0,3756.3828125,2020,4
1,13.0,7441.555555555556,2020,4
1,14.0,10092.307692307691,2020,4
1,15.0,11015.0,2020,4
2,2.0,1045.0,2020,4
2,3.0,175.0,2020,4
2,4.0,1045.0,2020,4
2,5.0,982.7272727272727,2020,4
2,6.0,,2020,4
2,7.0,853.1447368421053,2020,4
2,8.0,572.5,2020,4
2,9.0,,2020,4
2,10.0,1170.670520231214,2020,4
2,11.0,1215.6,2020,4
2,12.0,2549.358974358974,2020,4
2,13.0,4614.0,2020,4
2,14.0,5000.0,2020,4
2,15.0,12700.0,2020,4
3,2.0,,2020,4
3,3.0,,2020,4
3,5.0,60.0,2020,4
3,7.0,1141.428571428571,2020,4
3,8.0,,2020,4
3,10.0,1437.0,2020,4
3,11.0,150.0,2020,4
3,12.0,5822.5,2020,4
3,13.0,3000.0,2020,4
4,2.0,3050.0,2020,4
4,3.0,570.1052631578947,2020,4
4,4.0,1161.25,2020,4
4,5.0,829.4078947368421,2020,4
4,6.0,939.6666666666666,2020,4
4,7.0,974.2096412556052,2020,4
4,8.0,792.375,2020,4
4,9.0,998.5714285714286,2020,4
4,10.0,1192.367688022284,2020,4
4,11.0,1094.1666666666667,2020,4
4,12.0,2722.8155339805826,2020,4
4,13.0,4014.912621359224,2020,4
4,14.0,3025.625,2020,4
4,15.0,11333.333333333334,2020,4
5,3.0,,2020,4
5,5.0,400.0,2020,4
5,7.0,,2020,4
5,8.0,500.0,2020,4
5,10.0,967.6,2020,4
5,12.0,1000.0,2020,4
5,13.0,17500.0,2020,4
9,5.0,800.0,2020,4
9,7.0,1200.0,2020,4
9,10.0,993.3333333333334,2020,4
1,2.0,950.0,2021,1
1,3.0,499.38461538461536,2021,1
1,4.0,,2021,1
1,5.0,933.8461538461538,2021,1
1,6.0,781.6666666666666,2021,1
1,7.0,988.9933333333332,2021,1
1,8.0,916.6666666666666,2021,1
1,9.0,1133.3333333333333,2021,1
1,10.0,1340.214421252372,2021,1
1,11.0,1429.0,2021,1
1,12.0,3599.246031746032,2021,1
1,13.0,8187.604651162791,2021,1
1,14.0,8035.714285714285,2021,1
1,15.0,6522.5,2021,1
2,2.0,1100.0,2021,1
2,3.0,100.0,2021,1
2,4.0,1045.0,2021,1
2,5.0,1097.9411764705883,2021,1
2,6.0,300.0,2021,1
2,7.0,927.8888888888888,2021,1
2,8.0,562.5,2021,1
2,9.0,,2021,1
2,10.0,1183.8372093023256,2021,1
2,11.0,1754.0,2021,1
2,12.0,2559.232558139535,2021,1
2,13.0,5187.3125,2021,1
2,14.0,5000.0,2021,1
2,15.0,12700.0,2021,1
3,2.0,,2021,1
3,5.0,,2021,1
3,7.0,1057.125,2021,1
3,10.0,1214.2857142857142,2021,1
3,11.0,600.0,2021,1
3,12.0,6611.25,2021,1
3,13.0,2772.0,2021,1
4,2.0,966.6666666666666,2021,1
4,3.0,451.25,2021,1
4,4.0,950.0,2021,1
4,5.0,808.4230769230769,2021,1
4,6.0,1191.6666666666667,2021,1
4,7.0,937.9400510204082,2021,1
4,8.0,965.0,2021,1
4,9.0,780.0,2021,1
4,10.0,1227.1889763779527,2021,1
4,11.0,951.6176470588236,2021,1
4,12.0,2898.9662162162163,2021,1
4,13.0,4690.662790697675,2021,1
4,14.0,5730.5,2021,1
4,15.0,9000.0,2021,1
5,5.0,,2021,1
5,7.0,4000.0,2021,1
5,8.0,,2021,1
5,10.0,763.5,2021,1
5,12.0,2533.333333333333,2021,1
5,13.0,20000.0,2021,1
9,7.0,1100.0,2021,1
9,10.0,1100.0,2021,1
1,2.0,700.0,2021,2
1,3.0,433.3529411764706,2021,2
1,4.0,650.0,2021,2
1,5.0,901.0416666666666,2021,2
1,6.0,700.0,2021,2
1,7.0,976.5738255033556,2021,2
1,8.0,1250.0,2021,2
1,9.0,1985.7142857142856,2021,2
1,10.0,1383.0366088631984,2021,2
1,11.0,1777.142857142857,2021,2
1,12.0,3662.215094339623,2021,2
1,13.0,7402.272727272727,2021,2
1,14.0,8900.0,2021,2
1,15.0,10000.0,2021,2
2,2.0,,2021,2
2,3.0,550.0,2021,2
2,4.0,1100.0,2021,2
2,5.0,1119.6666666666667,2021,2
2,6.0,,2021,2
2,7.0,857.1098901098901,2021,2
2,8.0,1100.0,2021,2
2,9.0,,2021,2
2,10.0,1241.3559322033898,2021,2
2,11.0,1600.0,2021,2
2,12.0,2744.923076923077,2021,2
2,13.0,5073.0,2021,2
2,14.0,9300.0,2021,2
2,15.0,,2021,2
3,5.0,,2021,2
3,6.0,,2021,2
3,7.0,1011.8888888888888,2021,2
3,10.0,2655.555555555556,2021,2
3,11.0,,2021,2
3,12.0,7311.25,2021,2
3,13.0,1400.0,2021,2
4,2.0,686.6666666666666,2021,2
4,3.0,730.2631578947369,2021,2
4,4.0,575.0,2021,2
4,5.0,1034.9625,2021,2
4,6.0,1113.235294117647,2021,2
4,7.0,943.917631917632,2021,2
4,8.0,1215.0,2021,2
4,9.0,675.0,2021,2
4,10.0,1222.9140989729226,2021,2
4,11.0,865.8846153846154,2021,2
4,12.0,2830.6734006734005,2021,2
4,13.0,4475.829268292683,2021,2
4,14.0,5172.727272727273,2021,2
4,15.0,8333.333333333334,2021,2
5,5.0,,2021,2
5,7.0,2025.0,2021,2
5,8.0,,2021,2
5,10.0,1320.0,2021,2
5,12.0,2100.0,2021,2
5,13.0,16120.0,2021,2
1,2.0,536.6666666666666,2021,3
1,3.0,589.6666666666666,2021,3
1,4.0,850.0,2021,3
1,5.0,896.9354838709677,2021,3
1,6.0,883.3333333333334,2021,3
1,7.0,969.9827160493828,2021,3
1,8.0,600.0,2021,3
1,9.0,1991.4285714285716,2021,3
1,10.0,1343.259375,2021,3
1,11.0,1637.5,2021,3
1,12.0,3522.245398773006,2021,3
1,13.0,6521.021505376344,2021,3
1,14.0,5434.375,2021,3
1,15.0,10600.0,2021,3
2,2.0,,2021,3
2,3.0,337.5,2021,3
2,4.0,1100.0,2021,3
2,5.0,1506.0,2021,3
2,6.0,200.0,2021,3
2,7.0,883.2213740458016,2021,3
2,8.0,1100.0,2021,3
2,9.0,500.0,2021,3
2,10.0,1390.2067307692307,2021,3
2,11.0,1140.0,2021,3
2,12.0,2309.5686274509803,2021,3
2,13.0,3509.705882352941,2021,3
2,14.0,9300.0,2021,3
2,15.0,,2021,3
3,5.0,,2021,3
3,6.0,,2021,3
3,7.0,1105.0,2021,3
3,10.0,1603.3333333333333,2021,3
3,11.0,,2021,3
3,12.0,4887.5,2021,3
3,13.0,,2021,3
4,2.0,644.2,2021,3
4,3.0,832.3225806451613,2021,3
4,4.0,750.0,2021,3
4,5.0,998.2314814814816,2021,3
4,6.0,896.4285714285714,2021,3
4,7.0,917.4566420664206,2021,3
4,8.0,1067.1875,2021,3
4,9.0,575.0,2021,3
4,10.0,1237.7006319115324,2021,3
4,11.0,694.8333333333334,2021,3
4,12.0,2598.656804733728,2021,3
4,13.0,4829.487804878048,2021,3
4,14.0,7000.0,2021,3
4,15.0,6000.0,2021,3
5,3.0,,2021,3
5,7.0,1128.888888888889,2021,3
5,8.0,,2021,3
5,10.0,1075.0,2021,3
5,11.0,,2021,3
5,12.0,1380.0,2021,3
5,13.0,16120.0,2021,3
1,2.0,500.0,2021,4
1,3.0,3625.7,2021,4
1,4.0,490.0,2021,4
1,5.0,737.7777777777778,2021,4
1,6.0,1483.3333333333333,2021,4
1,7.0,1009.8471615720524,2021,4
1,8.0,795.0,2021,4
1,9.0,2314.285714285714,2021,4
1,10.0,1467.437125748503,2021,4
1,11.0,1321.428571428571,2021,4
1,12.0,3336.697819314642,2021,4
1,13.0,6120.67,2021,4
1,14.0,6206.666666666667,2021,4
1,15.0,8100.0,2021,4
2,2.0,,2021,4
2,3.0,1012.5,2021,4
2,4.0,300.0,2021,4
2,5.0,875.0,2021,4
2,6.0,650.0,2021,4
2,7.0,909.6351351351352,2021,4
2,8.0,250.0,2021,4
2,9.0,500.0,2021,4
2,10.0,1262.7654867256638,2021,4
2,11.0,1205.0,2021,4
2,12.0,2664.051724137931,2021,4
2,13.0,5870.8125,2021,4
2,14.0,9300.0,2021,4
2,15.0,,2021,4
3,2.0,,2021,4
3,5.0,1200.0,2021,4
3,6.0,,2021,4
3,7.0,706.6666666666666,2021,4
3,10.0,1425.0,2021,4
3,12.0,4310.0,2021,4
3,13.0,550.0,2021,4
4,2.0,506.6666666666667,2021,4
4,3.0,689.918918918919,2021,4
4,4.0,725.0,2021,4
4,5.0,1046.6186440677966,2021,4
4,6.0,1330.0,2021,4
4,7.0,896.0724890829695,2021,4
4,8.0,712.6923076923077,2021,4
4,9.0,725.0,2021,4
4,10.0,1233.5166425470334,2021,4
4,11.0,956.7,2021,4
4,12.0,2444.956923076923,2021,4
4,13.0,5755.48717948718,2021,4
4,14.0,7933.333333333333,2021,4
4,15.0,6325.0,2021,4
5,3.0,,2021,4
5,5.0,1100.0,2021,4
5,7.0,1091.6666666666667,2021,4
5,10.0,1209.090909090909,2021,4
5,11.0,,2021,4
5,12.0,1800.0,2021,4
5,13.0,55000.0,2021,4
1,1.0,,2022,1
1,2.0,1300.0,2022,1
1,3.0,442.44444444444446,2022,1
1,4.0,930.0,2022,1
1,5.0,891.9433962264151,2022,1
1,6.0,1396.2857142857142,2022,1
1,7.0,1095.0975056689342,2022,1
1,8.0,666.5,2022,1
1,9.0,5404.0,2022,1
1,10.0,1454.278014184397,2022,1
1,11.0,936.4166666666666,2022,1
1,12.0,3280.2734584450404,2022,1
1,13.0,5506.950495049505,2022,1
1,14.0,5260.75,2022,1
1,15.0,8250.0,2022,1
2,1.0,,2022,1
2,2.0,1100.0,2022,1
2,3.0,800.0,2022,1
2,4.0,680.0,2022,1
2,5.0,1170.7692307692307,2022,1
2,6.0,500.0,2022,1
2,7.0,944.0359281437126,2022,1
2,8.0,662.5,2022,1
2,9.0,604.0,2022,1
2,10.0,1304.7845528455284,2022,1
2,11.0,1125.0,2022,1
2,12.0,2224.557142857143,2022,1
2,13.0,6169.5,2022,1
2,14.0,6566.666666666667,2022,1
2,15.0,3600.0,2022,1
3,5.0,1600.0,2022,1
3,6.0,,2022,1
3,7.0,1270.25,2022,1
3,8.0,,2022,1
3,10.0,1017.7142857142856,2022,1
3,12.0,2200.333333333333,2022,1
3,13.0,2025.0,2022,1
4,2.0,835.6666666666666,2022,1
4,3.0,645.8222222222222,2022,1
4,4.0,818.8571428571429,2022,1
4,5.0,1229.9756097560976,2022,1
4,6.0,1642.875,2022,1
4,7.0,1006.124765478424,2022,1
4,8.0,789.8235294117648,2022,1
4,9.0,1358.857142857143,2022,1
4,10.0,1273.1026352288488,2022,1
4,11.0,655.8888888888889,2022,1
4,12.0,2449.625,2022,1
4,13.0,4813.604938271605,2022,1
4,14.0,6593.75,2022,1
4,15.0,5200.0,2022,1
5,3.0,,2022,1
5,6.0,,2022,1
5,7.0,685.7142857142857,2022,1
5,9.0,2424.0,2022,1
5,10.0,1074.923076923077,2022,1
5,11.0,,2022,1
5,12.0,2356.0,2022,1
9,10.0,601.0,2022,1
1,2.0,706.0,2022,2
1,3.0,1208.909090909091,2022,2
1,4.0,1437.5,2022,2
1,5.0,1148.6037735849056,2022,2
1,6.0,1252.3636363636365,2022,2
1,7.0,1075.723311546841,2022,2
1,8.0,710.75,2022,2
1,9.0,3260.5714285714284,2022,2
1,10.0,1513.9060913705584,2022,2
1,11.0,976.7692307692308,2022,2
1,12.0,3223.3789173789173,2022,2
1,13.0,5373.028846153846,2022,2
1,14.0,7575.363636363636,2022,2
1,15.0,6357.142857142857,2022,2
2,2.0,2700.0,2022,2
2,3.0,1062.4,2022,2
2,4.0,812.4,2022,2
2,5.0,1536.5882352941176,2022,2
2,6.0,850.0,2022,2
2,7.0,1010.8823529411764,2022,2
2,8.0,804.8,2022,2
2,9.0,750.0,2022,2
2,10.0,1480.9234042553192,2022,2
2,11.0,1862.4,2022,2
2,12.0,2466.4210526315787,2022,2
2,13.0,3910.095238095238,2022,2
2,14.0,6600.0,2022,2
2,15.0,5666.666666666667,2022,2
3,5.0,800.0,2022,2
3,6.0,,2022,2
3,7.0,913.6363636363636,2022,2
3,8.0,,2022,2
3,10.0,1356.7272727272727,2022,2
3,12.0,4376.5,2022,2
3,13.0,2250.0,2022,2
4,2.0,777.75,2022,2
4,3.0,791.1111111111111,2022,2
4,4.0,762.0,2022,2
4,5.0,1276.3253968253969,2022,2
4,6.0,1387.1666666666667,2022,2
4,7.0,979.969396939694,2022,2
4,8.0,720.7894736842105,2022,2
4,9.0,1624.0,2022,2
4,10.0,1330.454177897574,2022,2
4,11.0,659.780487804878,2022,2
4,12.0,2443.803738317757,2022,2
4,13.0,4281.808988764045,2022,2
4,14.0,5100.0,2022,2
4,15.0,7842.4,2022,2
5,3.0,,2022,2
5,5.0,400.0,2022,2
5,7.0,782.4,2022,2
5,9.0,2424.0,2022,2
5,10.0,1092.25,2022,2
5,12.0,2047.0,2022,2
5,13.0,,2022,2
9,8.0,800.0,2022,2
9,10.0,956.0,2022,2
9,12.0,1200.0,2022,2
1,1.0,,2022,3
1,2.0,681.0,2022,3
1,3.0,1171.2222222222222,2022,3
1,4.0,1131.5,2022,3
1,5.0,971.1272727272728,2022,3
1,6.0,1716.0,2022,3
1,7.0,1102.5870967741937,2022,3
1,8.0,1219.428571428571,2022,3
1,9.0,2035.7142857142856,2022,3
1,10.0,1517.9188481675392,2022,3
1,11.0,871.0666666666667,2022,3
1,12.0,3426.9329608938547,2022,3
1,13.0,5771.278846153846,2022,3
1,14.0,4980.095238095239,2022,3
1,15.0,9000.0,2022,3
2,2.0,2106.0,2022,3
2,3.0,1103.4,2022,3
2,4.0,754.8,2022,3
2,5.0,904.4545454545456,2022,3
2,6.0,883.3333333333334,2022,3
2,7.0,1013.0689655172414,2022,3
2,8.0,678.0,2022,3
2,9.0,840.0,2022,3
2,10.0,1628.043321299639,2022,3
2,11.0,1314.2857142857142,2022,3
2,12.0,2529.6486486486488,2022,3
2,13.0,3445.777777777778,2022,3
2,14.0,5500.0,2022,3
